id,source,target,type,source_type,target_type
5211,4416,5017,place of composition of,Place,Work
5212,4436,5023,place of composition of,Place,Work
5213,4428,5168,place of composition of,Place,Work
5214,4409,5175,place of composition of,Place,Work
5215,4526,5186,place of composition of,Place,Work
5216,4390,5205,place of composition of,Place,Work
5217,4404,5220,place of composition of,Place,Work
5218,4419,5240,place of composition of,Place,Work
5219,4461,5291,place of composition of,Place,Work
5220,4409,5291,place of composition of,Place,Work
5221,4567,5248,place of composition of,Place,Work
5222,4386,5248,place of composition of,Place,Work
5223,4416,5248,place of composition of,Place,Work
5224,4452,5040,place of composition of,Place,Work
5225,4481,5285,place of composition of,Place,Work
5226,4422,5284,place of composition of,Place,Work
5227,4422,5286,place of composition of,Place,Work
5228,4505,5380,place of composition of,Place,Work
5229,4450,5381,place of composition of,Place,Work
5230,4422,5392,place of composition of,Place,Work
5231,4404,5393,place of composition of,Place,Work
5232,4430,5396,place of composition of,Place,Work
5233,4400,5398,place of composition of,Place,Work
5234,4563,5400,place of composition of,Place,Work
5235,4430,5402,place of composition of,Place,Work
5236,4465,5401,place of composition of,Place,Work
5237,4422,5408,place of composition of,Place,Work
5238,4405,5415,place of composition of,Place,Work
5239,4560,5416,place of composition of,Place,Work
5240,4560,5420,place of composition of,Place,Work
5241,4460,5461,place of composition of,Place,Work
5242,4410,5463,place of composition of,Place,Work
5243,4544,5467,place of composition of,Place,Work
5244,4544,5468,place of composition of,Place,Work
5245,4459,5469,place mentioned in,Place,Work
5246,4675,5374,place of composition of,Place,Work
5247,4459,5475,place of composition of,Place,Work
5248,4563,5398,place of composition of,Place,Work
5249,4459,5482,place of composition of,Place,Work
5250,4519,5511,place of composition of,Place,Work
5251,4560,5607,place of composition of,Place,Work
5252,4415,5825,place of composition of,Place,Work
5253,4560,5947,place of composition of,Place,Work
5254,4457,6052,place of composition of,Place,Work
5255,4737,6475,place of composition of,Place,Work
5256,4832,6724,place of composition of,Place,Work
5257,4430,6912,place of composition of,Place,Work
5258,4483,6915,place of composition of,Place,Work
5259,4449,7382,place of copy of,Place,Expression
5260,4449,7408,place of copy of,Place,Expression
5261,4560,7408,place of copy of,Place,Expression
5262,4405,7419,place of copy of,Place,Expression
5263,4427,7454,place of copy of,Place,Expression
5264,4561,7455,place of copy of,Place,Expression
5265,4427,7466,place of copy of,Place,Expression
5266,4569,7486,place of copy of,Place,Expression
5267,4528,7495,place of copy of,Place,Expression
5268,4409,7520,place of copy of,Place,Expression
5269,4427,7529,place of copy of,Place,Expression
5270,4410,7536,place of copy of,Place,Expression
5271,4383,7566,place of copy of,Place,Expression
5272,4612,7575,place of copy of,Place,Expression
5273,4616,7589,place of copy of,Place,Expression
5274,4393,7591,place of copy of,Place,Expression
5275,4404,7596,place of copy of,Place,Expression
5276,4618,7600,place of copy of,Place,Expression
5277,4468,7627,place of copy of,Place,Expression
5278,4563,7628,place of copy of,Place,Expression
5279,4427,7629,place of copy of,Place,Expression
5280,4427,7638,place of copy of,Place,Expression
5281,4422,7643,place of copy of,Place,Expression
5282,4519,7645,place of copy of,Place,Expression
5283,4393,7649,place of copy of,Place,Expression
5284,4404,7652,place of copy of,Place,Expression
5285,4404,7653,place of copy of,Place,Expression
5286,4404,7654,place of copy of,Place,Expression
5287,4404,7655,place of copy of,Place,Expression
5288,4406,7656,place of copy of,Place,Expression
5289,4563,7657,place of copy of,Place,Expression
5290,4560,7658,place of copy of,Place,Expression
5291,4541,7665,place of copy of,Place,Expression
5292,4541,7666,place of copy of,Place,Expression
5293,4406,7671,place of copy of,Place,Expression
5294,4388,7696,place of copy of,Place,Expression
5295,4560,7703,place of copy of,Place,Expression
5296,4477,7709,place of copy of,Place,Expression
5297,4465,7710,place of copy of,Place,Expression
5298,4544,7729,place of copy of,Place,Expression
5299,4734,7801,place of copy of,Place,Expression
5300,4742,7821,place of copy of,Place,Expression
5301,4560,7917,place of copy of,Place,Expression
5302,4422,7922,place of copy of,Place,Expression
5303,4398,8322,place of copy of,Place,Expression
5304,4703,8464,place of copy of,Place,Expression
5305,4724,8465,place of copy of,Place,Expression
5306,4383,8500,place of copy of,Place,Expression
5307,4391,8500,place of copy of,Place,Expression
5308,4554,8505,place of copy of,Place,Expression
5309,4541,8507,place of copy of,Place,Expression
5310,4541,8536,place of copy of,Place,Expression
5311,4541,8537,place of copy of,Place,Expression
5312,4390,8541,place of copy of,Place,Expression
5313,4419,8546,place of copy of,Place,Expression
5314,4383,8549,place of copy of,Place,Expression
5315,4383,8552,place of copy of,Place,Expression
5316,4428,8575,place of copy of,Place,Expression
5317,4419,8577,place of copy of,Place,Expression
5318,4560,8582,place of copy of,Place,Expression
5319,4413,8584,place of copy of,Place,Expression
5320,4560,8584,place of copy of,Place,Expression
5321,4413,8484,place of copy of,Place,Expression
5322,4560,8484,place of copy of,Place,Expression
5323,4413,8585,place of copy of,Place,Expression
5324,4389,8587,place of copy of,Place,Expression
5325,4419,8588,place of copy of,Place,Expression
5326,4560,8589,place of copy of,Place,Expression
5327,4390,8593,place of copy of,Place,Expression
5328,4419,8596,place of copy of,Place,Expression
5329,4419,8597,place of copy of,Place,Expression
5330,4419,8598,place of copy of,Place,Expression
5331,4390,8630,place of copy of,Place,Expression
5332,4462,8632,place of copy of,Place,Expression
5333,4461,8634,place of copy of,Place,Expression
5334,4461,8635,place of copy of,Place,Expression
5335,4426,8639,place of copy of,Place,Expression
5336,4411,8646,place of copy of,Place,Expression
5337,4406,8648,place of copy of,Place,Expression
5338,4449,8648,place of copy of,Place,Expression
5339,4661,8686,place of copy of,Place,Expression
5340,4383,8687,place of copy of,Place,Expression
5341,4391,8687,place of copy of,Place,Expression
5342,4383,8689,place of copy of,Place,Expression
5343,4383,8695,place of copy of,Place,Expression
5344,4383,8696,place of copy of,Place,Expression
5345,4383,8697,place of copy of,Place,Expression
5346,4383,8698,place of copy of,Place,Expression
5347,4383,8699,place of copy of,Place,Expression
5348,4438,8720,place of copy of,Place,Expression
5349,4383,8722,place of copy of,Place,Expression
5350,4457,8726,place of copy of,Place,Expression
5351,4627,8727,place of copy of,Place,Expression
5352,4383,8737,place of copy of,Place,Expression
5353,4383,8738,place of copy of,Place,Expression
5354,4646,8742,place of copy of,Place,Expression
5355,4646,8743,place of copy of,Place,Expression
5356,4646,8744,place of copy of,Place,Expression
5357,4383,8750,place of copy of,Place,Expression
5358,4419,8756,place of copy of,Place,Expression
5359,4560,8758,place of copy of,Place,Expression
5360,4383,8761,place of copy of,Place,Expression
5361,4419,8762,place of copy of,Place,Expression
5362,4560,8764,place of copy of,Place,Expression
5363,4646,8765,place of copy of,Place,Expression
5364,4646,8766,place of copy of,Place,Expression
5365,4560,8771,place of copy of,Place,Expression
5366,4383,8773,place of copy of,Place,Expression
5367,4383,8775,place of copy of,Place,Expression
5368,4383,8784,place of copy of,Place,Expression
5369,4383,8791,place of copy of,Place,Expression
5370,4560,8794,place of copy of,Place,Expression
5371,4419,8797,place of copy of,Place,Expression
5372,4560,8799,place of copy of,Place,Expression
5373,4560,8800,place of copy of,Place,Expression
5374,4560,8801,place of copy of,Place,Expression
5375,4560,8802,place of copy of,Place,Expression
5376,4560,8803,place of copy of,Place,Expression
5377,4560,8804,place of copy of,Place,Expression
5378,4560,8805,place of copy of,Place,Expression
5379,4560,8814,place of copy of,Place,Expression
5380,4560,8818,place of copy of,Place,Expression
5381,4646,8827,place of copy of,Place,Expression
5382,4878,8833,place of copy of,Place,Expression
5383,4646,8837,place of copy of,Place,Expression
5384,4390,8845,place of copy of,Place,Expression
5385,4560,8846,place of copy of,Place,Expression
5386,4383,8886,place of copy of,Place,Expression
5387,4560,8889,place of copy of,Place,Expression
5388,4560,8890,place of copy of,Place,Expression
5389,4560,8891,place of copy of,Place,Expression
5390,4560,8892,place of copy of,Place,Expression
5391,4560,8893,place of copy of,Place,Expression
5392,4880,8901,place of copy of,Place,Expression
5393,4880,8902,place of copy of,Place,Expression
5394,4656,8905,place of copy of,Place,Expression
5395,4615,8912,place of copy of,Place,Expression
5396,4560,8924,place of copy of,Place,Expression
5397,4383,8928,place of copy of,Place,Expression
5398,4383,8929,place of copy of,Place,Expression
5399,4389,9010,place of copy of,Place,Expression
5400,4389,9011,place of copy of,Place,Expression
5401,4413,9107,place of copy of,Place,Expression
5402,4419,8506,place of copy of,Place,Expression
5403,4411,8899,place of copy of,Place,Expression
5404,4430,8555,place of copy of,Place,Expression
5405,4560,9333,place of copy of,Place,Expression
5406,4560,9334,place of copy of,Place,Expression
5407,4649,9335,place of copy of,Place,Expression
5408,4419,9335,place of copy of,Place,Expression
5409,4419,9336,place of copy of,Place,Expression
5410,4908,9530,place of copy of,Place,Expression
5411,4900,9653,place of copy of,Place,Expression
5412,4419,9674,place of copy of,Place,Expression
5413,4505,9681,place of copy of,Place,Expression
5414,4422,9682,place of copy of,Place,Expression
5415,4913,9696,place of copy of,Place,Expression
5416,4560,9700,place of copy of,Place,Expression
5417,4462,9705,place of copy of,Place,Expression
5418,4416,9724,place of copy of,Place,Expression
5419,4416,9725,place of copy of,Place,Expression
5420,4416,9726,place of copy of,Place,Expression
5421,4915,9729,place of copy of,Place,Expression
5422,4915,9731,place of copy of,Place,Expression
5423,4606,9732,place of copy of,Place,Expression
5424,4589,9733,place of copy of,Place,Expression
5425,4589,9734,place of copy of,Place,Expression
5426,4589,9735,place of copy of,Place,Expression
5427,4589,9736,place of copy of,Place,Expression
5428,4467,9738,place of copy of,Place,Expression
5429,4427,9753,place of copy of,Place,Expression
5430,4464,9754,place of copy of,Place,Expression
5431,4430,9756,place of copy of,Place,Expression
5432,4419,9781,place of copy of,Place,Expression
5433,4404,9782,place of copy of,Place,Expression
5434,4915,9793,place of copy of,Place,Expression
5435,4430,9799,place of copy of,Place,Expression
5436,4814,9800,place of copy of,Place,Expression
5437,4814,9801,place of copy of,Place,Expression
5438,4918,9835,place of copy of,Place,Expression
5439,4814,9839,place of copy of,Place,Expression
5440,4383,9846,place of copy of,Place,Expression
5441,4477,9847,place of copy of,Place,Expression
5442,4404,9849,place of copy of,Place,Expression
5443,4814,9852,place of copy of,Place,Expression
5444,4907,9858,place of copy of,Place,Expression
5445,4898,9863,place of copy of,Place,Expression
5446,4876,9864,place of copy of,Place,Expression
5447,4876,9865,place of copy of,Place,Expression
5448,4388,9892,place of copy of,Place,Expression
5449,4919,9900,place of copy of,Place,Expression
5450,4404,9901,place of copy of,Place,Expression
5451,4410,9918,place of copy of,Place,Expression
5452,4464,9931,place of copy of,Place,Expression
5453,4410,9939,place of copy of,Place,Expression
5454,4560,9981,place of copy of,Place,Expression
5455,4464,9986,place of copy of,Place,Expression
5456,4593,9986,place of copy of,Place,Expression
5457,4560,9987,place of copy of,Place,Expression
5458,4419,9991,place of copy of,Place,Expression
5459,4404,9998,place of copy of,Place,Expression
5460,4922,9999,place of copy of,Place,Expression
5461,4922,10000,place of copy of,Place,Expression
5462,4922,10001,place of copy of,Place,Expression
5463,4404,10009,place of copy of,Place,Expression
5464,4419,10021,place of copy of,Place,Expression
5465,4430,10035,place of copy of,Place,Expression
5466,4430,10037,place of copy of,Place,Expression
5467,4390,10052,place of copy of,Place,Expression
5468,4390,10053,place of copy of,Place,Expression
5469,4561,10072,place of copy of,Place,Expression
5470,4404,10104,place of copy of,Place,Expression
5471,4667,10114,place of copy of,Place,Expression
5472,4561,10117,place of copy of,Place,Expression
5473,4925,10118,place of copy of,Place,Expression
5474,4398,10122,place of copy of,Place,Expression
5475,4404,10124,place of copy of,Place,Expression
5476,4410,10125,place of copy of,Place,Expression
5477,4410,10129,place of copy of,Place,Expression
5478,4410,10130,place of copy of,Place,Expression
5479,4410,10131,place of copy of,Place,Expression
5480,4409,10151,place of copy of,Place,Expression
5481,4582,10180,place of copy of,Place,Expression
5482,4582,10181,place of copy of,Place,Expression
5483,4430,10215,place of copy of,Place,Expression
5484,4927,10220,place of copy of,Place,Expression
5485,4927,10221,place of copy of,Place,Expression
5486,4646,10224,place of copy of,Place,Expression
5487,4422,10226,place of copy of,Place,Expression
5488,4464,10258,place of copy of,Place,Expression
5489,4410,10260,place of copy of,Place,Expression
5490,4766,10263,place of copy of,Place,Expression
5491,4667,10275,place of copy of,Place,Expression
5492,4426,10283,place of copy of,Place,Expression
5493,4667,10294,place of copy of,Place,Expression
5494,4410,10302,place of copy of,Place,Expression
5495,4430,10334,place of copy of,Place,Expression
5975,10512,5220,contains copy of,Manuscript,Work
6207,10751,5398,contains copy of,Manuscript,Work
6225,10766,5415,contains copy of,Manuscript,Work
6782,11253,5402,contains copy of,Manuscript,Work
7135,11569,5401,contains copy of,Manuscript,Work
7423,11770,5398,contains copy of,Manuscript,Work
7513,11839,5248,contains copy of,Manuscript,Work
7514,11840,5248,contains copy of,Manuscript,Work
7517,11843,5248,contains copy of,Manuscript,Work
7518,11844,5248,contains copy of,Manuscript,Work
7687,11983,5374,contains copy of,Manuscript,Work
7718,12013,5482,contains copy of,Manuscript,Work
8076,12212,6724,contains copy of,Manuscript,Work
8306,12332,5374,contains copy of,Manuscript,Work
8351,12347,6912,contains copy of,Manuscript,Work
8585,12514,5398,contains copy of,Manuscript,Work
10912,10347,4404,copied in,Manuscript,Place
10913,10360,4427,bought in,Manuscript,Place
10914,10385,4422,copied in,Manuscript,Place
10915,10393,4427,copied in,Manuscript,Place
10917,10408,4422,copied in,Manuscript,Place
10918,10412,4422,copied in,Manuscript,Place
10919,10415,4390,copied in,Manuscript,Place
10920,10419,4463,copied in,Manuscript,Place
10921,10424,4390,copied in,Manuscript,Place
10922,10430,4449,copied in,Manuscript,Place
10923,10431,4449,copied in,Manuscript,Place
10924,10432,4502,copied in,Manuscript,Place
10925,10437,4427,copied in,Manuscript,Place
10926,10442,4422,copied in,Manuscript,Place
10927,10444,4427,copied in,Manuscript,Place
10928,10447,4422,bought in,Manuscript,Place
10929,10452,4505,copied in,Manuscript,Place
10930,10387,4468,copied in,Manuscript,Place
10931,10464,4427,copied in,Manuscript,Place
10932,10467,4518,copied in,Manuscript,Place
10933,10474,4427,bought in,Manuscript,Place
10934,10476,4427,bought in,Manuscript,Place
10935,10486,4405,copied in,Manuscript,Place
10936,10504,4541,copied in,Manuscript,Place
10937,10505,4427,copied in,Manuscript,Place
10938,10506,4468,copied in,Manuscript,Place
10939,10506,4422,copied in,Manuscript,Place
10940,10508,4427,copied in,Manuscript,Place
10941,10509,4483,copied in,Manuscript,Place
10942,10511,4427,copied in,Manuscript,Place
10943,10512,4561,copied in,Manuscript,Place
10944,10523,4427,copied in,Manuscript,Place
10945,10567,4528,copied in,Manuscript,Place
10946,10614,4409,copied in,Manuscript,Place
10947,10622,4427,copied in,Manuscript,Place
10948,10622,4464,bought in,Manuscript,Place
10949,10626,4410,copied in,Manuscript,Place
10950,10707,4616,copied in,Manuscript,Place
10951,10716,4404,copied in,Manuscript,Place
10952,10718,4618,copied in,Manuscript,Place
10953,10733,4554,copied in,Manuscript,Place
10954,10751,4427,bought in,Manuscript,Place
10955,10766,4644,bought in,Manuscript,Place
10956,10707,4616,copied in,Manuscript,Place
10957,10831,4724,copied in,Manuscript,Place
10958,10844,4729,copied in,Manuscript,Place
10959,10852,4733,copied in,Manuscript,Place
10960,10853,4568,copied in,Manuscript,Place
10961,10853,4606,copied in,Manuscript,Place
10962,10853,4544,copied in,Manuscript,Place
10963,10856,4398,copied in,Manuscript,Place
10964,10870,4741,copied in,Manuscript,Place
10965,10898,4452,copied in,Manuscript,Place
10966,10901,4466,copied in,Manuscript,Place
10967,10928,4426,copied in,Manuscript,Place
10968,10948,4406,copied in,Manuscript,Place
10969,10952,4666,copied in,Manuscript,Place
10970,10953,4762,copied in,Manuscript,Place
10971,10954,4410,copied in,Manuscript,Place
10972,10960,4763,copied in,Manuscript,Place
10973,10961,4766,copied in,Manuscript,Place
10974,10974,4588,copied in,Manuscript,Place
10975,10982,4769,copied in,Manuscript,Place
10976,10986,4627,copied in,Manuscript,Place
10977,10995,4770,copied in,Manuscript,Place
10978,11003,4771,copied in,Manuscript,Place
10979,11015,4737,copied in,Manuscript,Place
10980,11031,4404,copied in,Manuscript,Place
10981,11034,4779,copied in,Manuscript,Place
10982,11038,4780,copied in,Manuscript,Place
10983,11065,4781,copied in,Manuscript,Place
10984,11074,4404,copied in,Manuscript,Place
10985,11077,4410,copied in,Manuscript,Place
10986,11094,4544,copied in,Manuscript,Place
10987,11103,4782,copied in,Manuscript,Place
10988,11112,4783,copied in,Manuscript,Place
10989,11117,4419,copied in,Manuscript,Place
10990,11136,4398,copied in,Manuscript,Place
10991,11149,4784,copied in,Manuscript,Place
10992,11153,4554,copied in,Manuscript,Place
10993,11187,4419,copied in,Manuscript,Place
10994,11207,4787,copied in,Manuscript,Place
10995,11209,4789,copied in,Manuscript,Place
10996,11159,4786,copied in,Manuscript,Place
10997,11228,4790,copied in,Manuscript,Place
10998,11229,4791,copied in,Manuscript,Place
10999,11233,4771,copied in,Manuscript,Place
11000,11253,4398,copied in,Manuscript,Place
11001,11261,4450,copied in,Manuscript,Place
11002,11267,4789,copied in,Manuscript,Place
11003,11278,4428,copied in,Manuscript,Place
11004,11330,4419,copied in,Manuscript,Place
11005,11344,4588,copied in,Manuscript,Place
11006,11348,4410,bought in,Manuscript,Place
11007,11356,4588,copied in,Manuscript,Place
11008,11366,4794,copied in,Manuscript,Place
11009,11370,4419,copied in,Manuscript,Place
11010,11382,4796,copied in,Manuscript,Place
11011,11383,4796,copied in,Manuscript,Place
11012,11384,4796,copied in,Manuscript,Place
11013,11386,4602,copied in,Manuscript,Place
11014,11405,4426,copied in,Manuscript,Place
11015,11429,4422,copied in,Manuscript,Place
11016,11441,4464,copied in,Manuscript,Place
11017,11451,4426,copied in,Manuscript,Place
11018,11461,4797,copied in,Manuscript,Place
11019,11469,4428,copied in,Manuscript,Place
11020,11479,4389,copied in,Manuscript,Place
11021,11479,4703,bought in,Manuscript,Place
11022,11483,4709,copied in,Manuscript,Place
11023,11485,4428,copied in,Manuscript,Place
11024,11489,4398,copied in,Manuscript,Place
11025,11493,4724,copied in,Manuscript,Place
11026,11507,4388,copied in,Manuscript,Place
11027,11509,4383,copied in,Manuscript,Place
11028,11509,4391,copied in,Manuscript,Place
11029,11499,4803,copied in,Manuscript,Place
11030,11514,4554,copied in,Manuscript,Place
11031,11516,4541,copied in,Manuscript,Place
11032,11520,4804,copied in,Manuscript,Place
11033,11531,4805,copied in,Manuscript,Place
11034,11544,4390,copied in,Manuscript,Place
11035,11549,4419,copied in,Manuscript,Place
11036,11551,4383,copied in,Manuscript,Place
11037,11553,4383,copied in,Manuscript,Place
11038,11565,4428,copied in,Manuscript,Place
11039,11566,4766,copied in,Manuscript,Place
11040,11566,4419,copied in,Manuscript,Place
11041,11569,4560,copied in,Manuscript,Place
11042,11571,4413,copied in,Manuscript,Place
11043,11571,4560,copied in,Manuscript,Place
11044,11495,4413,copied in,Manuscript,Place
11045,11495,4560,copied in,Manuscript,Place
11046,11572,4413,copied in,Manuscript,Place
11047,11574,4389,copied in,Manuscript,Place
11048,11575,4419,copied in,Manuscript,Place
11049,11576,4560,copied in,Manuscript,Place
11050,11579,4390,copied in,Manuscript,Place
11051,11587,4462,copied in,Manuscript,Place
11052,11589,4461,copied in,Manuscript,Place
11053,11590,4589,copied in,Manuscript,Place
11054,11593,4426,copied in,Manuscript,Place
11055,11598,4411,copied in,Manuscript,Place
11056,11600,4406,copied in,Manuscript,Place
11057,11600,4449,copied in,Manuscript,Place
11058,11603,4588,copied in,Manuscript,Place
11059,11604,4419,copied in,Manuscript,Place
11060,11605,4398,bought in,Manuscript,Place
11061,11625,4419,copied in,Manuscript,Place
11062,11627,4646,copied in,Manuscript,Place
11063,11627,4428,bought in,Manuscript,Place
11064,11628,4661,copied in,Manuscript,Place
11065,11629,4383,copied in,Manuscript,Place
11066,11629,4391,copied in,Manuscript,Place
11067,11631,4383,copied in,Manuscript,Place
11068,11636,4383,copied in,Manuscript,Place
11069,11637,4383,copied in,Manuscript,Place
11070,11638,4383,copied in,Manuscript,Place
11071,11654,4438,copied in,Manuscript,Place
11072,11656,4383,copied in,Manuscript,Place
11073,11660,4457,copied in,Manuscript,Place
11074,11661,4627,copied in,Manuscript,Place
11075,11668,4383,copied in,Manuscript,Place
11076,11669,4383,copied in,Manuscript,Place
11077,11673,4646,copied in,Manuscript,Place
11078,11674,4873,copied in,Manuscript,Place
11079,11675,4874,copied in,Manuscript,Place
11080,11677,4769,copied in,Manuscript,Place
11081,11678,4383,copied in,Manuscript,Place
11082,11679,4875,copied in,Manuscript,Place
11083,11683,4419,copied in,Manuscript,Place
11084,11685,4560,copied in,Manuscript,Place
11085,11688,4419,copied in,Manuscript,Place
11086,11689,4560,copied in,Manuscript,Place
11087,11690,4646,copied in,Manuscript,Place
11088,11691,4646,copied in,Manuscript,Place
11089,11692,4876,copied in,Manuscript,Place
11090,11696,4560,copied in,Manuscript,Place
11091,11698,4383,copied in,Manuscript,Place
11092,11700,4383,copied in,Manuscript,Place
11093,11708,4383,copied in,Manuscript,Place
11094,11715,4383,copied in,Manuscript,Place
11095,11718,4560,copied in,Manuscript,Place
11096,11721,4419,copied in,Manuscript,Place
11097,11723,4560,copied in,Manuscript,Place
11098,11724,4560,copied in,Manuscript,Place
11099,11726,4588,copied in,Manuscript,Place
11100,11727,4589,copied in,Manuscript,Place
11101,11733,4560,copied in,Manuscript,Place
11102,11735,4560,copied in,Manuscript,Place
11103,11741,4646,copied in,Manuscript,Place
11104,11745,4878,copied in,Manuscript,Place
11105,11747,4646,copied in,Manuscript,Place
11106,11753,4390,copied in,Manuscript,Place
11107,11754,4560,copied in,Manuscript,Place
11108,11769,4388,copied in,Manuscript,Place
11109,11770,4879,copied in,Manuscript,Place
11110,11780,4383,copied in,Manuscript,Place
11111,11783,4560,copied in,Manuscript,Place
11112,11791,4880,copied in,Manuscript,Place
11113,11794,4656,copied in,Manuscript,Place
11114,11800,4615,copied in,Manuscript,Place
11115,11806,4588,copied in,Manuscript,Place
11116,11807,4588,copied in,Manuscript,Place
11117,11808,4881,copied in,Manuscript,Place
11118,11809,4560,copied in,Manuscript,Place
11119,11811,4383,copied in,Manuscript,Place
11120,11838,4882,copied in,Manuscript,Place
11121,11839,4883,copied in,Manuscript,Place
11122,11840,4658,copied in,Manuscript,Place
11123,11841,4884,copied in,Manuscript,Place
11124,11842,4885,copied in,Manuscript,Place
11125,11843,4459,copied in,Manuscript,Place
11126,11844,4886,copied in,Manuscript,Place
11127,11845,4771,copied in,Manuscript,Place
11128,11851,4582,copied in,Manuscript,Place
11129,11852,4887,copied in,Manuscript,Place
11130,11853,4888,copied in,Manuscript,Place
11131,11860,4410,copied in,Manuscript,Place
11132,11863,4805,copied in,Manuscript,Place
11133,11875,4389,copied in,Manuscript,Place
11134,10695,4615,bought in,Manuscript,Place
11135,11479,4656,bought in,Manuscript,Place
11136,11955,4413,copied in,Manuscript,Place
11137,11963,4889,bought in,Manuscript,Place
11138,11983,4464,copied in,Manuscript,Place
11139,12013,4894,copied in,Manuscript,Place
11140,11515,4419,copied in,Manuscript,Place
11141,12023,4897,bought in,Manuscript,Place
11142,12028,4410,copied in,Manuscript,Place
11143,12031,4898,copied in,Manuscript,Place
11144,12032,4404,copied in,Manuscript,Place
11145,12033,4404,copied in,Manuscript,Place
11146,11789,4411,copied in,Manuscript,Place
11147,12034,4899,copied in,Manuscript,Place
11148,11556,4430,copied in,Manuscript,Place
11149,12089,4560,copied in,Manuscript,Place
11150,12090,4649,copied in,Manuscript,Place
11151,12090,4419,copied in,Manuscript,Place
11152,12091,4419,copied in,Manuscript,Place
11153,12094,4900,copied in,Manuscript,Place
11154,12100,4430,copied in,Manuscript,Place
11155,12101,4814,copied in,Manuscript,Place
11156,12118,4737,copied in,Manuscript,Place
11157,12168,4901,copied in,Manuscript,Place
11158,12169,4903,copied in,Manuscript,Place
11159,12170,4904,copied in,Manuscript,Place
11160,12171,4404,copied in,Manuscript,Place
11161,12172,4422,copied in,Manuscript,Place
11162,12173,4422,copied in,Manuscript,Place
11163,12174,4466,copied in,Manuscript,Place
11164,12175,4510,copied in,Manuscript,Place
11165,12176,4581,copied in,Manuscript,Place
11166,12177,4554,copied in,Manuscript,Place
11167,12177,4568,bought in,Manuscript,Place
11168,12178,4905,copied in,Manuscript,Place
11169,12179,4419,copied in,Manuscript,Place
